time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;NetworkFrequencyPu
20.082020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.016e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.016e+01
20.083020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.017e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.017e+01
20.087020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.017e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.017e+01
20.088020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.018e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.018e+01
20.092020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.018e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.018e+01
20.093020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.019e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.019e+01
20.097020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.019e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.019e+01
20.098020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.020e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.020e+01
20.102020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.020e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.020e+01
20.103020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.021e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.021e+01
20.107020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.021e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.021e+01
20.108020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.022e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.022e+01
20.112020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.022e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.022e+01
20.113020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.023e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.023e+01
20.117020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.023e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.023e+01
20.118020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.024e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.024e+01
20.122020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.024e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.024e+01
20.123020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.025e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.025e+01
20.127020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.025e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.025e+01
20.128020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.026e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.026e+01
20.132020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.026e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.026e+01
20.133020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.027e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.027e+01
20.137020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.027e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.027e+01
20.138020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.028e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.028e+01
20.142020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.028e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.028e+01
20.143020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.029e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.029e+01
20.147020000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.029e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.029e+01
20.148020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.030e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.030e+01
20.152020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.030e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.030e+01
20.153020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.031e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.031e+01
20.157020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.031e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.031e+01
20.158020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.032e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.032e+01
20.162020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.032e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.032e+01
20.163020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.033e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.033e+01
20.167020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.033e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.033e+01
20.168020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.034e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.034e+01
20.172020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.034e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.034e+01
20.173020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.035e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.035e+01
20.177020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.035e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.035e+01
20.178020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.036e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.036e+01
20.182020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.036e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.036e+01
20.183020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.037e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.037e+01
20.187020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.037e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.037e+01
20.188020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.038e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.038e+01
20.192020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.038e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.038e+01
20.193020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.039e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.039e+01
20.197020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.039e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.039e+01
20.198020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.040e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.040e+01
20.202020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.040e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.040e+01
20.203020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.041e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.041e+01
20.207020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.041e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.041e+01
20.208020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.042e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.042e+01
20.212020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.042e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.042e+01
20.213020000;1.052e+00;7.499e-01;3.182e-03;7.125e-01;3.024e-03;1.053e+00;1.052e+00;6.749e-01;2.864e-03;5.043e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.043e+01
20.217020000;1.052e+00;7.499e-01;3.181e-03;7.125e-01;3.023e-03;1.053e+00;1.052e+00;6.749e-01;2.863e-03;5.043e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.043e+01
20.218020000;1.052e+00;7.499e-01;3.181e-03;7.125e-01;3.023e-03;1.053e+00;1.052e+00;6.749e-01;2.863e-03;5.044e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.044e+01
20.222020000;1.052e+00;7.499e-01;3.181e-03;7.125e-01;3.023e-03;1.053e+00;1.052e+00;6.749e-01;2.863e-03;5.044e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.044e+01
20.223020000;1.052e+00;7.499e-01;3.181e-03;7.125e-01;3.023e-03;1.053e+00;1.052e+00;6.749e-01;2.863e-03;5.045e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.045e+01
20.227020000;1.052e+00;7.499e-01;3.181e-03;7.125e-01;3.023e-03;1.053e+00;1.052e+00;6.749e-01;2.863e-03;5.045e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.045e+01
20.228020000;1.052e+00;7.499e-01;3.181e-03;7.125e-01;3.023e-03;1.053e+00;1.052e+00;6.749e-01;2.863e-03;5.046e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.046e+01
20.232020000;1.052e+00;7.499e-01;3.181e-03;7.125e-01;3.023e-03;1.053e+00;1.052e+00;6.749e-01;2.863e-03;5.046e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.046e+01
20.233020000;1.052e+00;7.499e-01;3.181e-03;7.125e-01;3.023e-03;1.053e+00;1.052e+00;6.749e-01;2.863e-03;5.047e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.047e+01
20.237020000;1.052e+00;7.499e-01;3.181e-03;7.125e-01;3.023e-03;1.053e+00;1.052e+00;6.749e-01;2.863e-03;5.047e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.047e+01
20.238020000;1.052e+00;7.499e-01;3.181e-03;7.125e-01;3.023e-03;1.053e+00;1.052e+00;6.749e-01;2.863e-03;5.048e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.048e+01
20.242020000;1.052e+00;7.499e-01;3.181e-03;7.125e-01;3.023e-03;1.053e+00;1.052e+00;6.749e-01;2.863e-03;5.048e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.048e+01
20.243020000;1.052e+00;7.499e-01;3.181e-03;7.125e-01;3.023e-03;1.053e+00;1.052e+00;6.749e-01;2.863e-03;5.049e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.049e+01
20.247020000;1.052e+00;7.499e-01;3.181e-03;7.125e-01;3.023e-03;1.053e+00;1.052e+00;6.749e-01;2.863e-03;5.049e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.049e+01
20.248020000;1.052e+00;7.499e-01;3.181e-03;7.125e-01;3.023e-03;1.053e+00;1.052e+00;6.749e-01;2.863e-03;5.050e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.050e+01
20.502020000;1.052e+00;7.499e-01;3.177e-03;7.125e-01;3.018e-03;1.053e+00;1.052e+00;6.749e-01;2.859e-03;5.050e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.050e+01
22.349020000;1.052e+00;7.499e-01;3.156e-03;7.125e-01;2.998e-03;1.053e+00;1.052e+00;6.749e-01;2.840e-03;5.050e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.050e+01
22.489020000;1.052e+00;7.499e-01;3.154e-03;7.125e-01;2.997e-03;1.053e+00;1.052e+00;6.749e-01;2.839e-03;5.050e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.050e+01
24.919020000;1.052e+00;7.499e-01;3.143e-03;7.125e-01;2.987e-03;1.053e+00;1.052e+00;6.749e-01;2.829e-03;5.050e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.050e+01
36.922020000;1.052e+00;7.499e-01;3.151e-03;7.125e-01;2.994e-03;1.053e+00;1.052e+00;6.749e-01;2.836e-03;5.050e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.050e+01
100.000000000;1.052e+00;7.499e-01;3.150e-03;7.125e-01;2.993e-03;1.053e+00;1.052e+00;6.749e-01;2.835e-03;5.050e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.050e+01
